2014-10-07T08:34:47Z,b8715c76ae4c59847a59d52faef9b8c2e3be4a4d,SYNCOPE-560,1.2.0,1.2.1,1.2.1,2014-10-07T08:19:36.000+0000,2014-10-07T08:36:06.000+0000,,,
2014-10-07T08:14:11Z,421a4e01a311343dd43ee41d81fdcdf7cdd36104,SYNCOPE-557,1.2.0-M1  1.2.0,1.2.1,1.2.0,2014-10-03T15:52:41.000+0000,2014-10-07T08:15:11.000+0000,core/src/main/java/org/apache/syncope/core/report/RoleReportlet.java core/src/main/java/org/apache/syncope/core/report/UserReportlet.java,3 3,2 2
2014-10-03T15:53:51Z,8ac72fadc5a47246a9f1fc7d231e36d116698b20,SYNCOPE-557,1.2.0-M1  1.2.0,1.2.1,1.2.0,2014-10-03T15:52:41.000+0000,2014-10-07T08:15:11.000+0000,core/src/main/java/org/apache/syncope/core/report/RoleReportlet.java core/src/main/java/org/apache/syncope/core/report/UserReportlet.java,3 3,2 2
2014-10-02T18:36:43Z,67a56d0a76d99301c10180ec4d0e08c263b976b0,SYNCOPE-556,1.2.0-M1,1.2.0,1.2.0,2014-10-02T10:23:33.000+0000,2014-10-03T08:01:17.000+0000,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/MultiFieldPanel.java,10,1
2014-10-02T15:53:00Z,4353bd397c2f41f7d1302b64e39b0c2a58f92ac8,SYNCOPE-556,1.2.0-M1,1.2.0,1.2.0,2014-10-02T10:23:33.000+0000,2014-10-03T08:01:17.000+0000,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/MultiFieldPanel.java,10,1
2014-09-29T14:25:40Z,ce54c5975d93d896668c45a9315dcd24f22638da,SYNCOPE-553,1.2.0-M1,1.2.0,1.2.0,2014-09-29T06:59:48.000+0000,2014-09-29T14:26:45.000+0000,core/src/main/java/org/apache/syncope/core/rest/data/PolicyDataBinder.java core/src/test/java/org/apache/syncope/core/rest/PolicyTestITCase.java,4 15,1 0
2014-09-29T14:19:38Z,8c7ccb6dce5d4a1cb7729716b0a44acaae25b013,SYNCOPE-553,1.2.0-M1,1.2.0,1.2.0,2014-09-29T06:59:48.000+0000,2014-09-29T14:26:45.000+0000,core/src/main/java/org/apache/syncope/core/rest/data/PolicyDataBinder.java core/src/test/java/org/apache/syncope/core/rest/PolicyTestITCase.java,4 15,1 0
2014-09-23T14:32:49Z,35219f85e88dc597ed1accca9d410c9f8a4de29e,SYNCOPE-551,1.2.0-M1,1.2.0,1.2.0,2014-09-23T14:30:43.000+0000,2014-09-23T14:33:14.000+0000,console/src/main/java/org/apache/syncope/console/rest/RoleRestClient.java,1,1
2014-09-23T14:32:02Z,e18fe26f8830d6c4709671369a2d97213b095690,SYNCOPE-551,1.2.0-M1,1.2.0,1.2.0,2014-09-23T14:30:43.000+0000,2014-09-23T14:33:14.000+0000,console/src/main/java/org/apache/syncope/console/rest/RoleRestClient.java,1,1
2014-09-16T15:35:05Z,0edddeafc46e7e52d85685a2f2486b0d9a95ab1f,SYNCOPE-549,1.2.0-M1,1.2.0,1.2.0,2014-09-16T15:30:43.000+0000,2014-09-16T15:35:58.000+0000,console/src/main/java/org/apache/syncope/console/commons/PreferenceManager.java console/src/main/java/org/apache/syncope/console/resources/WorkflowDefGETResource.java,1 2,1 0
2014-09-16T15:33:34Z,5f9f13650187b5e89f2f848f06c6fb4b434d876f,SYNCOPE-549,1.2.0-M1,1.2.0,1.2.0,2014-09-16T15:30:43.000+0000,2014-09-16T15:35:58.000+0000,console/src/main/java/org/apache/syncope/console/commons/PreferenceManager.java console/src/main/java/org/apache/syncope/console/resources/WorkflowDefGETResource.java,1 2,1 0
2014-09-15T15:06:49Z,b818af2a107e69f9fb6404a24816b6fb9e6d7b35,SYNCOPE-548,1.2.0-M1,1.2.0,1.2.0,2014-09-15T12:59:09.000+0000,2014-09-15T15:20:23.000+0000,,,
2014-09-15T15:05:31Z,70376d1aa2937f114d8b406f06639715a0944c08,SYNCOPE-548,1.2.0-M1,1.2.0,1.2.0,2014-09-15T12:59:09.000+0000,2014-09-15T15:20:23.000+0000,,,
2014-09-15T10:23:25Z,73dad882dc2a457b3faa7a86f5839904d9aafd43,SYNCOPE-547,1.1.8  1.2.0-M1,1.2.0,1.2.0,2014-09-15T08:01:35.000+0000,2014-09-15T08:26:04.000+0000,core/src/test/java/org/apache/syncope/core/notification/NotificationTest.java,0,2
2014-09-15T10:23:04Z,e81f7d6d364703757004349706a2f7e9a80e1b27,SYNCOPE-547,1.1.8  1.2.0-M1,1.2.0,1.2.0,2014-09-15T08:01:35.000+0000,2014-09-15T08:26:04.000+0000,core/src/test/java/org/apache/syncope/core/notification/NotificationTest.java,0,2
2014-09-15T08:24:57Z,4cc9738c9263c75857b1ea80b7b2c3e51494512a,SYNCOPE-547,1.1.8  1.2.0-M1,1.2.0,1.2.0,2014-09-15T08:01:35.000+0000,2014-09-15T08:26:04.000+0000,core/src/main/java/org/apache/syncope/core/notification/NotificationJob.java,1,1
2014-09-15T08:24:30Z,38d4aadb6cfe50a541a0a302b9c899769b883045,SYNCOPE-547,1.1.8  1.2.0-M1,1.2.0,1.2.0,2014-09-15T08:01:35.000+0000,2014-09-15T08:26:04.000+0000,core/src/main/java/org/apache/syncope/core/notification/NotificationJob.java,1,1
2014-09-15T08:21:44Z,0b5a345533f6a6a41f1725a61ab826173d4f5bd7,SYNCOPE-547,1.1.8  1.2.0-M1,1.2.0,1.2.0,2014-09-15T08:01:35.000+0000,2014-09-15T08:26:04.000+0000,core/src/main/java/org/apache/syncope/core/notification/NotificationJob.java,10,0
2014-09-15T08:20:52Z,20a338c2b9153202e006ffde7001eeca5f55dc03,SYNCOPE-547,1.1.8  1.2.0-M1,1.2.0,1.2.0,2014-09-15T08:01:35.000+0000,2014-09-15T08:26:04.000+0000,core/src/main/java/org/apache/syncope/core/notification/NotificationJob.java,10,0
2014-09-15T08:06:35Z,3549ea69dbc395951064e50d92dea4fb9bbf5717,SYNCOPE-547,1.1.8  1.2.0-M1,1.2.0,1.2.0,2014-09-15T08:01:35.000+0000,2014-09-15T08:26:04.000+0000,core/src/main/java/org/apache/syncope/core/notification/NotificationJob.java,5,0
2014-09-08T12:04:30Z,4dee80310a37e111aa27b61f980881e3baf50eb7,SYNCOPE-543,1.1.8,1.2.0-M1,1.2.0-M1,2014-08-27T07:55:51.000+0000,2014-09-08T12:17:26.000+0000,core/src/main/java/org/apache/syncope/core/persistence/beans/role/SyncopeRole.java core/src/main/java/org/apache/syncope/core/rest/data/RoleDataBinder.java core/src/test/java/org/apache/syncope/core/persistence/dao/RoleTest.java core/src/test/java/org/apache/syncope/core/rest/RoleTestITCase.java,30 4 3 60,46 7 3 81
2014-09-08T10:59:22Z,dace282e2c26851928e9b81bab423e74a3f277ed,SYNCOPE-543,1.1.8,1.2.0-M1,1.2.0-M1,2014-08-27T07:55:51.000+0000,2014-09-08T12:17:26.000+0000,core/src/main/java/org/apache/syncope/core/persistence/beans/role/SyncopeRole.java core/src/main/java/org/apache/syncope/core/rest/data/RoleDataBinder.java core/src/test/java/org/apache/syncope/core/persistence/dao/RoleTest.java core/src/test/java/org/apache/syncope/core/rest/RoleTestITCase.java,30 4 3 60,46 7 3 81
2014-09-08T09:09:23Z,3903b84ed72cfc05c276761c3b03737d4b925709,SYNCOPE-543,1.1.8,1.2.0-M1,1.2.0-M1,2014-08-27T07:55:51.000+0000,2014-09-08T12:17:26.000+0000,core/src/main/java/org/apache/syncope/core/rest/data/RoleDataBinder.java,0,3
2014-09-08T08:41:20Z,83a805a463c2cabaa53d217f7bed9361dd42e208,SYNCOPE-543,1.1.8,1.2.0-M1,1.2.0-M1,2014-08-27T07:55:51.000+0000,2014-09-08T12:17:26.000+0000,core/src/main/java/org/apache/syncope/core/persistence/beans/role/SyncopeRole.java core/src/main/java/org/apache/syncope/core/rest/data/RoleDataBinder.java core/src/test/java/org/apache/syncope/core/persistence/dao/RoleTest.java core/src/test/java/org/apache/syncope/core/rest/RoleTestITCase.java,29 7 3 61,43 7 3 0
2014-07-07T08:54:30Z,81ad48c8301c89576d7e04e945ed1b8939626067,SYNCOPE-531,1.1.8,1.2.0-M1,1.2.0-M1,2014-07-05T12:44:27.000+0000,2014-07-07T11:56:45.000+0000,core/src/main/java/org/apache/syncope/core/security/SyncopeAuthenticationProvider.java,29,22
2014-07-07T08:40:23Z,e79714f872be17953ab35f303958980514f6fdfe,SYNCOPE-531,1.1.8,1.2.0-M1,1.2.0-M1,2014-07-05T12:44:27.000+0000,2014-07-07T11:56:45.000+0000,core/src/main/java/org/apache/syncope/core/security/SyncopeAuthenticationProvider.java,23,28
2014-07-05T18:52:54Z,a56e63ac3b44448c25eccc093ead8c94d2ef8966,SYNCOPE-531,1.1.8,1.2.0-M1,1.2.0-M1,2014-07-05T12:44:27.000+0000,2014-07-07T11:56:45.000+0000,core/src/main/java/org/apache/syncope/core/security/SyncopeAuthenticationProvider.java,5,5
2014-07-05T18:28:52Z,ce6eaaf18b1ceae57e37033a4e1a6a503e0a5ee4,SYNCOPE-531,1.1.8,1.2.0-M1,1.2.0-M1,2014-07-05T12:44:27.000+0000,2014-07-07T11:56:45.000+0000,core/src/main/java/org/apache/syncope/core/security/SyncopeAuthenticationProvider.java,28,10
2014-07-03T13:13:43Z,e1c6977bcb861365d8dbd56215d22c5338373461,SYNCOPE-527,1.1.8,1.2.0-M1,1.1.8,2014-07-02T14:56:46.000+0000,2014-07-03T13:22:50.000+0000,console/src/main/java/org/apache/syncope/console/rest/AbstractSubjectRestClient.java console/src/main/java/org/apache/syncope/console/rest/RoleRestClient.java console/src/main/java/org/apache/syncope/console/rest/UserRestClient.java,1 2 2,1 2 2
2014-06-24T13:17:33Z,cbe082a2ebf17cb5ebf0f4be93cca1eda5b80446,SYNCOPE-515,1.1.7,1.1.8,1.1.8,2014-06-24T12:57:40.000+0000,2014-06-25T12:06:55.000+0000,core/src/main/java/org/apache/syncope/core/sync/impl/SyncopeSyncResultHandler.java core/src/test/java/org/apache/syncope/core/rest/RoleTestITCase.java,2 8,2 0
2014-06-25T12:05:42Z,56c18fe7854e83c6d64c7c938a49793c1419cd59,SYNCOPE-504,1.1.7,1.1.8,1.1.8,2014-06-11T07:46:15.000+0000,2014-06-25T12:06:31.000+0000,core/src/main/java/org/apache/syncope/core/sync/AbstractSyncActions.java core/src/main/java/org/apache/syncope/core/sync/DefaultPushActions.java core/src/main/java/org/apache/syncope/core/sync/DefaultSyncActions.java core/src/main/java/org/apache/syncope/core/sync/PushActions.java core/src/main/java/org/apache/syncope/core/sync/SyncActions.java core/src/main/java/org/apache/syncope/core/sync/SyncProfile.java core/src/main/java/org/apache/syncope/core/sync/SyncUtilities.java core/src/main/java/org/apache/syncope/core/sync/impl/AbstractSubjectPushResultHandler.java core/src/main/java/org/apache/syncope/core/sync/impl/AbstractSubjectSyncResultHandler.java core/src/main/java/org/apache/syncope/core/sync/impl/AbstractSyncopeResultHandler.java core/src/main/java/org/apache/syncope/core/sync/impl/DBPasswordSyncActions.java core/src/main/java/org/apache/syncope/core/sync/impl/LDAPMembershipSyncActions.java core/src/main/java/org/apache/syncope/core/sync/impl/LDAPPasswordSyncActions.java core/src/main/java/org/apache/syncope/core/sync/impl/PushJob.java core/src/main/java/org/apache/syncope/core/sync/impl/RolePushResultHandler.java core/src/main/java/org/apache/syncope/core/sync/impl/RoleSyncResultHandler.java core/src/main/java/org/apache/syncope/core/sync/impl/SyncJob.java core/src/main/java/org/apache/syncope/core/sync/impl/SyncopeSyncResultHandler.java core/src/main/java/org/apache/syncope/core/sync/impl/UserPushResultHandler.java core/src/main/java/org/apache/syncope/core/sync/impl/UserSyncResultHandler.java core/src/test/java/org/apache/syncope/core/rest/RoleTestITCase.java core/src/test/java/org/apache/syncope/core/sync/TestSyncActions.java,2 11 11 18 32 91 346 56 708 9 6 22 3 29 22 150 53 0 22 164 10 2,2 12 12 18 18 0 0 54 0 63 6 14 3 15 0 0 24 1147 0 0 0 3
2014-06-23T15:26:52Z,bc9ec67d1f0d2fe8f7aabedfc1b9b32b19c0f224,SYNCOPE-504,1.1.7,1.1.8,1.1.8,2014-06-11T07:46:15.000+0000,2014-06-25T12:06:31.000+0000,core/src/main/java/org/apache/syncope/core/sync/impl/SyncopeSyncResultHandler.java,40,36
2014-06-05T13:31:55Z,3ddffc0364ccd183793701359dc77e6125943e9a,SYNCOPE-499,1.1.7,1.1.8,1.1.8,2014-06-03T16:55:33.000+0000,2014-06-05T13:33:02.000+0000,console/src/main/java/org/apache/syncope/console/pages/panels/RoleDetailsPanel.java console/src/main/java/org/apache/syncope/console/pages/panels/RolePanel.java core/src/main/java/org/apache/syncope/core/connid/ConnObjectUtil.java core/src/main/java/org/apache/syncope/core/persistence/beans/SyncTask.java,29 1 22 2,9 2 3 1
2014-06-05T13:18:41Z,435cf91cda4887ee8305ceaee9dfb3f85635ea9a,SYNCOPE-499,1.1.7,1.1.8,1.1.8,2014-06-03T16:55:33.000+0000,2014-06-05T13:33:02.000+0000,console/src/main/java/org/apache/syncope/console/pages/panels/RoleDetailsPanel.java console/src/main/java/org/apache/syncope/console/pages/panels/RolePanel.java core/src/main/java/org/apache/syncope/core/connid/ConnObjectUtil.java core/src/main/java/org/apache/syncope/core/persistence/beans/SyncTask.java,35 3 23 3,15 6 4 2
2014-06-03T14:48:51Z,316eca74d0fc08548d1199fbe2f49325ca84d866,SYNCOPE-498,1.1.8,1.2.0-M1,1.1.8,2014-05-30T10:59:54.000+0000,2014-06-03T14:49:39.000+0000,console/src/main/java/org/apache/syncope/console/pages/AbstractBasePage.java console/src/main/java/org/apache/syncope/console/pages/ApprovalModalPage.java console/src/main/java/org/apache/syncope/console/pages/ConnectorModalPage.java console/src/main/java/org/apache/syncope/console/pages/ReportletConfModalPage.java console/src/main/java/org/apache/syncope/console/pages/panels/AttributesPanel.java console/src/main/java/org/apache/syncope/console/pages/panels/NotificationPanel.java console/src/main/java/org/apache/syncope/console/pages/panels/PolicyBeanPanel.java console/src/main/java/org/apache/syncope/console/pages/panels/ResourceConnConfPanel.java console/src/main/java/org/apache/syncope/console/pages/panels/ResourceDetailsPanel.java console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/FieldPanel.java console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/SpinnerFieldPanel.java,0 1 12 1 5 23 1 1 1 1 21,3 1 8 1 4 33 1 1 1 1 48
2014-06-06T11:46:03Z,a01f0bae81494750cc3f9914abc58301d7effffe,SYNCOPE-497,1.1.8,1.2.0-M1,1.1.8,2014-05-30T10:17:32.000+0000,2014-06-06T12:17:17.000+0000,console/src/main/java/org/apache/syncope/console/pages/DerSchemaModalPage.java console/src/main/java/org/apache/syncope/console/pages/SchemaModalPage.java console/src/main/java/org/apache/syncope/console/pages/panels/AttributesPanel.java console/src/main/java/org/apache/syncope/console/pages/panels/ResourceMappingPanel.java console/src/main/java/org/apache/syncope/console/pages/panels/RoleDetailsPanel.java console/src/main/java/org/apache/syncope/console/pages/panels/UserDetailsPanel.java,1 1 2 1 1 2,1 1 2 1 1 2
2014-03-13T07:11:21Z,8cd8508cfe7b858c049acadd4c789abbd44640f7,SYNCOPE-484,1.1.6,1.1.7,1.1.7,2014-03-12T15:05:12.000+0000,2014-03-13T07:14:33.000+0000,client/src/main/java/org/apache/syncope/client/http/PreemptiveAuthHttpRequestFactory.java console/src/main/java/org/apache/syncope/console/pages/Login.java core/src/test/java/org/apache/syncope/core/rest/AbstractTest.java,5 1 1,0 1 1
2014-01-15T09:25:24Z,96d00bd1ca05f2637604a4bfa6b39f43bef51c52,SYNCOPE-476,1.1.5,1.1.6,1.1.6,2014-01-14T14:41:44.000+0000,2014-01-15T09:58:30.000+0000,console/src/main/java/org/apache/syncope/console/SyncopeApplication.java console/src/main/java/org/apache/syncope/console/commons/PageUtils.java console/src/main/java/org/apache/syncope/console/pages/ApprovalModalPage.java console/src/main/java/org/apache/syncope/console/pages/BulkActionModalPage.java console/src/main/java/org/apache/syncope/console/pages/Configuration.java console/src/main/java/org/apache/syncope/console/pages/EditUserModalPage.java console/src/main/java/org/apache/syncope/console/pages/Login.java console/src/main/java/org/apache/syncope/console/pages/NotificationModalPage.java console/src/main/java/org/apache/syncope/console/pages/PolicyModalPage.java console/src/main/java/org/apache/syncope/console/pages/ReportModalPage.java console/src/main/java/org/apache/syncope/console/pages/Reports.java console/src/main/java/org/apache/syncope/console/pages/Resources.java console/src/main/java/org/apache/syncope/console/pages/RoleModalPage.java console/src/main/java/org/apache/syncope/console/pages/Roles.java console/src/main/java/org/apache/syncope/console/pages/Schema.java console/src/main/java/org/apache/syncope/console/pages/TaskModalPage.java console/src/main/java/org/apache/syncope/console/pages/Tasks.java console/src/main/java/org/apache/syncope/console/pages/Todo.java console/src/main/java/org/apache/syncope/console/pages/UserModalPage.java console/src/main/java/org/apache/syncope/console/pages/Users.java console/src/main/java/org/apache/syncope/console/pages/XMLEditorPopupPage.java console/src/main/java/org/apache/syncope/console/pages/panels/AbstractSearchResultPanel.java console/src/main/java/org/apache/syncope/console/pages/panels/MembershipsPanel.java console/src/main/java/org/apache/syncope/console/pages/panels/RoleDetailsPanel.java console/src/main/java/org/apache/syncope/console/pages/panels/RoleSearchResultPanel.java console/src/main/java/org/apache/syncope/console/pages/panels/UserSearchResultPanel.java,2 34 3 5 15 5 26 2 8 11 9 23 2 21 37 6 6 4 3 22 3 2 46 4 5 10,1 0 2 3 12 2 24 1 8 8 6 17 1 19 34 3 5 2 1 18 2 1 45 3 3 7
2014-01-15T08:33:00Z,fcc7059ef14f5c935385c6959e272b2d133e968f,SYNCOPE-476,1.1.5,1.1.6,1.1.6,2014-01-14T14:41:44.000+0000,2014-01-15T09:58:30.000+0000,console/src/main/java/org/apache/syncope/console/commons/PageUtils.java console/src/main/java/org/apache/syncope/console/pages/ApprovalModalPage.java console/src/main/java/org/apache/syncope/console/pages/BasePage.java console/src/main/java/org/apache/syncope/console/pages/BulkActionModalPage.java console/src/main/java/org/apache/syncope/console/pages/Configuration.java console/src/main/java/org/apache/syncope/console/pages/EditUserModalPage.java console/src/main/java/org/apache/syncope/console/pages/Login.java console/src/main/java/org/apache/syncope/console/pages/NotificationModalPage.java console/src/main/java/org/apache/syncope/console/pages/PolicyModalPage.java console/src/main/java/org/apache/syncope/console/pages/ReportModalPage.java console/src/main/java/org/apache/syncope/console/pages/Reports.java console/src/main/java/org/apache/syncope/console/pages/Resources.java console/src/main/java/org/apache/syncope/console/pages/RoleModalPage.java console/src/main/java/org/apache/syncope/console/pages/Roles.java console/src/main/java/org/apache/syncope/console/pages/Schema.java console/src/main/java/org/apache/syncope/console/pages/TaskModalPage.java console/src/main/java/org/apache/syncope/console/pages/Tasks.java console/src/main/java/org/apache/syncope/console/pages/Todo.java console/src/main/java/org/apache/syncope/console/pages/UserModalPage.java console/src/main/java/org/apache/syncope/console/pages/Users.java console/src/main/java/org/apache/syncope/console/pages/panels/AbstractSearchResultPanel.java console/src/main/java/org/apache/syncope/console/pages/panels/MembershipsPanel.java console/src/main/java/org/apache/syncope/console/pages/panels/RoleDetailsPanel.java console/src/main/java/org/apache/syncope/console/pages/panels/RoleSearchResultPanel.java console/src/main/java/org/apache/syncope/console/pages/panels/UserSearchResultPanel.java,34 3 2 11 35 5 17 2 6 24 9 62 2 21 37 6 8 11 3 36 2 46 4 7 9,0 2 1 9 32 2 15 1 7 22 6 56 1 19 34 3 7 7 1 33 1 44 3 4 5
2014-01-09T15:21:55Z,6cba7826c7d7866179237c1236d5eae8e7652828,SYNCOPE-475,1.1.5,1.1.6,1.1.6,2014-01-09T12:51:34.000+0000,2014-01-09T15:22:58.000+0000,console/src/main/java/org/apache/syncope/console/SyncopeApplication.java console/src/main/java/org/apache/syncope/console/SyncopeRequestCycleListener.java console/src/main/java/org/apache/syncope/console/pages/ErrorPage.java,2 4 0,2 3 1
2014-01-09T15:20:45Z,907983e586194622e921dbf9d24f70ce07cc8dda,SYNCOPE-475,1.1.5,1.1.6,1.1.6,2014-01-09T12:51:34.000+0000,2014-01-09T15:22:58.000+0000,console/src/main/java/org/apache/syncope/console/SyncopeRequestCycleListener.java console/src/main/java/org/apache/syncope/console/pages/ErrorPage.java,5 2,6 1
2014-01-09T15:57:14Z,b63ce558de2acc5577e643c944fca79f11ae3b12,SYNCOPE-474,1.1.5,1.1.6,1.1.6,2014-01-09T11:28:43.000+0000,2014-01-09T16:03:35.000+0000,console/src/main/java/org/apache/syncope/console/pages/UserRequestModalPage.java console/src/main/java/org/apache/syncope/console/pages/panels/UserDetailsPanel.java core/src/main/java/org/apache/syncope/core/rest/data/UserDataBinder.java,1 0 28,1 1 28
2013-12-30T11:26:03Z,2940e5fc1a1efaeac5b75bd232cae744de01b2f4,SYNCOPE-466,1.1.5,1.1.6,1.1.6,2013-12-30T10:20:34.000+0000,2013-12-30T11:33:48.000+0000,common/src/main/java/org/apache/syncope/common/types/ClientExceptionType.java core/src/main/java/org/apache/syncope/core/rest/data/PolicyDataBinder.java core/src/main/java/org/apache/syncope/core/rest/utils/RestServiceExceptionMapper.java core/src/test/java/org/apache/syncope/core/rest/PolicyTestITCase.java core/src/test/java/org/apache/syncope/core/rest/ResourceTestITCase.java,1 5 4 25 1,3 2 1 11 1
2013-12-30T11:13:03Z,b33f2ca563ebd70b1df0dcd8820264ca4b05a79b,SYNCOPE-466,1.1.5,1.1.6,1.1.6,2013-12-30T10:20:34.000+0000,2013-12-30T11:33:48.000+0000,common/src/main/java/org/apache/syncope/common/types/SyncopeClientExceptionType.java core/src/main/java/org/apache/syncope/core/rest/data/PolicyDataBinder.java core/src/main/java/org/apache/syncope/core/rest/utils/RestServiceExceptionMapper.java core/src/test/java/org/apache/syncope/core/rest/PolicyTestITCase.java core/src/test/java/org/apache/syncope/core/rest/ResourceTestITCase.java,3 10 5 16 5,5 2 3 2 6
2014-01-30T12:59:20Z,9dfcc57a1d33b0bb8be888050d42cac877d2e412,SYNCOPE-462,1.1.5,1.1.6,1.1.6,2013-12-16T11:04:32.000+0000,2014-01-30T13:00:15.000+0000,common/src/main/java/org/apache/syncope/common/util/BeanUtils.java,106,37
2014-01-30T11:37:52Z,e9c813556781360223a8a7f8c2ddb8074470ee75,SYNCOPE-462,1.1.5,1.1.6,1.1.6,2013-12-16T11:04:32.000+0000,2014-01-30T13:00:15.000+0000,,,
2014-06-16T10:40:39Z,e917514b4d73425a8da26567d3746da42ca64921,SYNCOPE-459,1.1.4  1.1.5,1.1.6,1.1.6,2013-12-04T12:39:22.000+0000,2013-12-14T09:42:22.000+0000,core/src/main/java/org/apache/syncope/core/rest/controller/UserController.java core/src/main/java/org/apache/syncope/core/rest/data/UserDataBinder.java,9 7,10 9
2013-12-14T09:38:34Z,db01dd93e91964bdcc54954c25b38509a320aef1,SYNCOPE-459,1.1.4  1.1.5,1.1.6,1.1.6,2013-12-04T12:39:22.000+0000,2013-12-14T09:42:22.000+0000,common/src/main/java/org/apache/syncope/common/util/AttributableOperations.java core/src/main/java/org/apache/syncope/core/rest/controller/UserController.java core/src/main/java/org/apache/syncope/core/rest/data/AbstractAttributableDataBinder.java core/src/main/java/org/apache/syncope/core/rest/data/RoleDataBinder.java core/src/main/java/org/apache/syncope/core/rest/data/UserDataBinder.java core/src/test/java/org/apache/syncope/core/rest/VirAttrTestITCase.java,12 15 1 1 22 28,1 5 1 1 1 0
2013-12-14T09:01:12Z,e16d3b9d6209b6081873a85493839447b332f469,SYNCOPE-459,1.1.4  1.1.5,1.1.6,1.1.6,2013-12-04T12:39:22.000+0000,2013-12-14T09:42:22.000+0000,common/src/main/java/org/apache/syncope/common/util/AttributableOperations.java core/src/main/java/org/apache/syncope/core/rest/controller/UserController.java core/src/main/java/org/apache/syncope/core/rest/data/AbstractAttributableDataBinder.java core/src/main/java/org/apache/syncope/core/rest/data/RoleDataBinder.java core/src/main/java/org/apache/syncope/core/rest/data/UserDataBinder.java core/src/test/java/org/apache/syncope/core/rest/VirAttrTestITCase.java,12 20 1 1 24 28,1 10 1 1 3 0
2014-06-10T09:45:54Z,9fcaab6afb4f253937f65c2b470ce37b775e6e24,SYNCOPE-458,1.1.5  1.1.6  1.1.7  1.1.8,1.2.0-M1,1.1.6,2013-12-03T17:28:14.000+0000,2014-06-10T09:47:23.000+0000,console/src/main/java/org/apache/syncope/console/rest/SchemaRestClient.java core/src/main/java/org/apache/syncope/core/connid/ConnObjectUtil.java core/src/main/java/org/apache/syncope/core/persistence/beans/membership/MVirAttr.java core/src/main/java/org/apache/syncope/core/propagation/impl/PropagationManager.java core/src/main/java/org/apache/syncope/core/rest/controller/UserController.java core/src/main/java/org/apache/syncope/core/rest/data/UserDataBinder.java core/src/main/java/org/apache/syncope/core/sync/impl/SyncopePushResultHandler.java core/src/main/java/org/apache/syncope/core/sync/impl/SyncopeSyncResultHandler.java core/src/main/java/org/apache/syncope/core/util/AttributableUtil.java core/src/main/java/org/apache/syncope/core/util/MappingUtil.java core/src/test/java/org/apache/syncope/core/rest/VirAttrTestITCase.java,4 31 0 91 2 4 2 2 11 65 166,4 6 22 14 1 1 0 2 10 8 0
2013-12-04T08:12:14Z,48798d615bba77ccbdd6f8857ad101ccf7cde9bd,SYNCOPE-457,1.1.5  1.1.6  1.1.7  1.1.8,1.2.0-M1,1.1.6,2013-12-03T02:25:08.000+0000,2013-12-04T08:25:25.000+0000,core/src/main/java/org/apache/syncope/core/notification/NotificationJob.java core/src/test/java/org/apache/syncope/core/notification/NotificationTest.java,14 21,44 14
2013-12-04T11:46:48Z,0e2dfae7c29c375e22427df4655bc102a0808f0a,SYNCOPE-455,1.1.5,1.1.6,1.1.6,2013-11-29T12:17:33.000+0000,2013-12-04T11:48:37.000+0000,core/src/main/java/org/apache/syncope/core/propagation/impl/PropagationManager.java core/src/main/java/org/apache/syncope/core/rest/controller/RoleController.java core/src/test/java/org/apache/syncope/core/rest/RoleTestITCase.java,1 26 82,1 10 3
2013-12-04T11:29:09Z,f2648c51c3f6168095fb67007618e8eff59f38c7,SYNCOPE-455,1.1.5,1.1.6,1.1.6,2013-11-29T12:17:33.000+0000,2013-12-04T11:48:37.000+0000,core/src/main/java/org/apache/syncope/core/propagation/impl/PropagationManager.java core/src/main/java/org/apache/syncope/core/rest/controller/RoleController.java core/src/test/java/org/apache/syncope/core/rest/RoleTestITCase.java,1 26 80,1 10 0
2013-12-04T15:34:14Z,8c4a227edd50fa0e35dbc77038a7ca2a6a35b3ee,SYNCOPE-454,1.1.5,1.1.6,1.1.6,2013-11-29T11:58:00.000+0000,2013-12-04T15:35:21.000+0000,console/src/main/java/org/apache/syncope/console/pages/EditUserModalPage.java console/src/main/java/org/apache/syncope/console/pages/Reports.java console/src/main/java/org/apache/syncope/console/pages/panels/StatusPanel.java core/src/main/java/org/apache/syncope/core/propagation/impl/PropagationManager.java core/src/main/java/org/apache/syncope/core/rest/controller/RoleController.java core/src/main/java/org/apache/syncope/core/sync/impl/LDAPMembershipSyncActions.java core/src/main/java/org/apache/syncope/core/sync/impl/SyncopeSyncResultHandler.java core/src/main/java/org/apache/syncope/core/util/MappingUtil.java core/src/test/java/org/apache/syncope/core/rest/AbstractTest.java core/src/test/java/org/apache/syncope/core/rest/RoleTestITCase.java core/src/test/java/org/apache/syncope/core/rest/UserTestITCase.java core/src/test/java/org/apache/syncope/core/rest/VirAttrTestITCase.java,2 54 1 30 4 1 3 6 36 2 38 2,0 51 2 17 4 1 2 2 4 29 3 4
